,Item Name,CatalogNumber,SMILES,Rack Number,Plate Location
802,Loxapine Succinate,S4086,"OC(=O)CCC(O)=O.CN1CCN(CC1)C1=NC2=C(OC3=C1C=C(Cl)C=C3)C=CC=C2 |c:17,20,26,29,31,t:15,23|",L1300-10,c2
803,Flumethasone,S4088,"[H][C@@]12C[C@@H](C)[C@](O)(C(=O)CO)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C |r,c:29,t:25|",L1300-10,d2
804,Halobetasol Propionate,S4089,"[H][C@@]12C[C@H](C)[C@](OC(=O)CC)(C(=O)CCl)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C |r,c:33,t:29|",L1300-10,e2
805,Fenspiride HCl,S4090,"Cl.O=C1NCC2(CCN(CCC3=CC=CC=C3)CC2)O1 |c:12,14,t:10|",L1300-10,f2
806,Pramoxine HCl,S4092,"Cl.CCCCOC1=CC=C(OCCCN2CCOCC2)C=C1 |c:20,t:5,7|",L1300-10,g2
807,Difluprednate,S4095,"[H][C@@]12CC[C@](OC(=O)CCC)(C(=O)COC(C)=O)[C@@]1(C)C[C@H](O)[C@@]1(F)[C@@]2([H])C[C@H](F)C2=CC(=O)C=C[C@]12C |r,c:36,t:32|",L1300-10,h2
808,Droperidol,S4096,"FC1=CC=C(C=C1)C(=O)CCCN1CCC(=CC1)N1C(=O)NC2=C1C=CC=C2 |c:3,5,16,24,27,29,t:1|",L1300-10,a3
809,Dydrogesterone,S4097,"[H][C@@]1(CC[C@@]2([H])[C@]3([H])C=CC4=CC(=O)CC[C@@]4(C)[C@]3([H])CC[C@]12C)C(C)=O |r,c:8,t:10|",L1300-10,b3
810,Dexlansoprazole,S4099,"CC1=C(C[S@@](=O)C2=NC3=C(N2)C=CC=C3)N=CC=C1OCC(F)(F)F |r,c:1,8,12,14,17,19,t:6|",L1300-10,c3
811,Esmolol HCl,S4100,"Cl.COC(=O)CCC1=CC=C(OCC(O)CNC(C)C)C=C1 |c:19,t:6,8|",L1300-10,d3
812,Voglibose,S4101,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O |r|,L1300-10,e3
813,Eprosartan Mesylate,S4102,"CS(O)(=O)=O.CCCCC1=NC=C(\C=C(/CC2=CC=CS2)C(O)=O)N1CC1=CC=C(C=C1)C(O)=O |c:17,29,31,t:8,10,15,27|",L1300-10,f3
814,Diminazene Aceturate,S4104,"CC(=O)NCC(O)=O.CC(=O)NCC(O)=O.NC(=N)C1=CC=C(N\N=N\C2=CC=C(C=C2)C(N)=N)C=C1 |c:26,28,34,t:17,19,24|",L1300-10,g3
815,Closantel Sodium,S4105,"[Na+].CC1=C(NC(=O)C2=CC(I)=CC(I)=C2[O-])C=C(Cl)C(=C1)C(C#N)C1=CC=C(Cl)C=C1 |c:1,9,12,19,30,t:6,16,25,27|",L1300-10,h3
816,Closantel,S4106,"CC1=C(NC(=O)C2=CC(I)=CC(I)=C2O)C=C(Cl)C(=C1)C(C#N)C1=CC=C(Cl)C=C1 |c:1,9,12,19,30,t:6,16,25,27|",L1300-10,a4
817,Clofazimine,S4107,"CC(C)\N=C1/C=C2N(C3=CC=C(Cl)C=C3)C3=C(C=CC=C3)N=C2C=C/1NC1=CC=C(Cl)C=C1 |c:13,18,20,23,26,35,t:5,8,10,16,30,32|",L1300-10,b4
818,Dicloxacillin Sodium,S4111,"O.[Na]OC(=O)[C@H]1C(C)(C)S[C@@H]2[C@H](NC(=O)C3=C(C)ON=C3C3=C(Cl)C=CC=C3Cl)C(=O)N12 |r,c:14,18,21,24,26|",L1300-10,c4
819,Triclabendazole,S4114,"CSC1=NC2=C(N1)C=C(Cl)C(OC1=C(Cl)C(Cl)=CC=C1)=C2 |c:4,13,17,19,21,t:2,8|",L1300-10,d4
820,Isovaleramide,S4116,CC(C)CC(N)=O,L1300-10,e4
821,Sulconazole Nitrate,S4120,"O[N+]([O-])=O.ClC1=CC=C(CSC(CN2C=CN=C2)C2=CC=C(Cl)C=C2Cl)C=C1 |c:13,15,23,27,t:4,6,18,20|",L1300-10,f4
822,Tilmicosin,S4122,"CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@@H]([C@H]2O)N(C)C)[C@@H](CCN2C[C@@H](C)C[C@@H](C)C2)C[C@@H](C)C(=O)\C=C\C(C)=C\[C@@H]1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC |r,t:43,46|",L1300-10,g4
823,Troxipide,S4128,"COC1=CC(=CC(OC)=C1OC)C(=O)NC1CCCNC1 |c:4,8,t:2|",L1300-10,h4
824,Deoxyarbutin,S4132,"OC1=CC=C(OC2CCCCO2)C=C1 |c:13,t:1,3|",L1300-10,a5
825,Clorprenaline HCL,S4135,"Cl.CC(C)NCC(O)C1=CC=CC=C1Cl |c:9,11,t:7|",L1300-10,b5
826,Carprofen,S4136,"CC(C(O)=O)C1=CC2=C(C=C1)C1=C(N2)C=CC(Cl)=C1 |c:7,9,12,16,19,t:5|",L1300-10,c5
827,Dropropizine,S4138,"OCC(O)CN1CCN(CC1)C1=CC=CC=C1 |c:14,16,t:12|",L1300-10,d5
828,Amprolium HCl,S4144,"Cl.[Cl-].CCCC1=NC=C(C[N+]2=C(C)C=CC=C2)C(N)=N1 |c:8,11,13,17,t:3,5|",L1300-10,e5
829,Bacitracin,S4146,"CCC(C)[C@H](NC(=O)[C@@H](CCC(O)=O)NC(=O)[C@H](CC(C)C)NC(=O)C1CN=C(S1)[C@H](N)C(C)C)C(=O)N[C@H]1CCCCNC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](CC(O)=O)NC(=O)[C@H](CC2=CNC=N2)NC(=O)[C@H](CC2=CC=CC=C2)NC(=O)[C@@H](NC(=O)[C@@H](CCCN)NC1=O)C(C)CC |r,c:27,68,78,80,t:65,76|",L1300-10,f5
830,Azithromycin Dihydrate,S4147,O.O.CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)C(C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O |r|,L1300-10,g5
831,Ampicillin Trihydrate,S4148,"O.O.O.[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)[C@H](N)C1=CC=CC=C1)C(O)=O |r,c:20,22,t:18|",L1300-10,h5
832,Amfenac Sodium (monohydrate),S4149,"O.[Na+].NC1=C(C=CC=C1CC([O-])=O)C(=O)C1=CC=CC=C1 |c:3,5,16,18,t:1,14|",L1300-10,a6
833,Penfluridol,S4151,"OC1(CCN(CCCC(C2=CC=C(F)C=C2)C2=CC=C(F)C=C2)CC1)C1=CC(=C(Cl)C=C1)C(F)(F)F |c:14,22,33,t:9,11,17,19,28,30|",L1300-10,b6
834,Ethamsylate,S4152,"CCNCC.OC1=CC=C(O)C(=C1)S(O)(=O)=O |c:10,t:5,7|",L1300-10,c6
835,Chlorzoxazone,S4155,"ClC1=CC2=C(OC(=O)N2)C=C1 |c:10,t:1,3|",L1300-10,d6
836,Bezafibrate,S4159,"CC(C)(OC1=CC=C(CCNC(=O)C2=CC=C(Cl)C=C2)C=C1)C(O)=O |c:18,21,t:4,6,13,15|",L1300-10,e6
837,Penicillin G Sodium,S4160,"[Na+].[H][C@]12SC(C)(C)[C@@H](N1C(=O)[C@H]2NC(=O)CC1=CC=CC=C1)C([O-])=O |r,c:19,21,t:17|",L1300-10,f6
838,Benzoic acid,S4161,"OC(=O)C1=CC=CC=C1 |c:5,7,t:3|",L1300-10,g6
839,Benzethonium chloride,S4162,"[Cl-].CC(C)(C)CC(C)(C)C1=CC=C(OCCOCC[N+](C)(C)CC2=CC=CC=C2)C=C1 |c:24,26,29,t:8,10,22|",L1300-10,h6
840,Doxofylline,S4164,"CN1C2=C(N(CC3OCCO3)C=N2)C(=O)N(C)C1=O |c:12,t:2|",L1300-10,a7
841,Benzydamine Hydrochloride,S4165,"Cl.CN(C)CCCOC1=NN(CC2=CC=CC=C2)C2=CC=CC=C12 |c:13,15,20,t:7,11,18,22|",L1300-10,b7
842,Chlorpropamide,S4166,"CCCNC(=O)NS(=O)(=O)C1=CC=C(Cl)C=C1 |c:15,t:10,12|",L1300-10,c7
843,Cyromazine,S4167,"NC1=NC(N)=NC(NC2CC2)=N1 |c:4,11,t:1|",L1300-10,d7
844,Teriflunomide,S4169,"C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F |c:11,13,t:9|",L1300-10,e7
845,Coumarin,S4170,"O=C1OC2=C(C=CC=C2)C=C1 |c:5,7,10,t:3|",L1300-10,f7
846,Choline Chloride,S4171,[Cl-].C[N+](C)(C)CCO,L1300-10,g7
847,Cetylpyridinium Chloride,S4172,"[Cl-].CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1 |c:18,20,t:16|",L1300-10,h7
848,1-Hexadecanol,S4173,CCCCCCCCCCCCCCCCO,L1300-10,a8
849,Sulfaguanidine,S4175,"NC(=N)NS(=O)(=O)C1=CC=C(N)C=C1 |c:12,t:7,9|",L1300-10,b8
850,Trometamol,S4176,NC(CO)(CO)CO,L1300-10,c8
851,Uracil,S4177,O=C1NC=CC(=O)N1 |c:3|,L1300-10,d8
852,Climbazole,S4178,"CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1 |c:13,17,19,t:8,10|",L1300-10,e8
853,Mezlocillin Sodium,S4179,"[Na+].[H][C@@]12SC(C)(C)[C@H](N1C(=O)[C@@H]2NC(=O)[C@@H](NC(=O)N1CCN(C1=O)S(C)(=O)=O)C1=CC=CC=C1)C([O-])=O |r,c:33,35,t:31|",L1300-10,f8
854,Nicardipine HCl,S4181,"Cl.COC(=O)C1=C(C)NC(C)=C(C1C1=CC(=CC=C1)[N+]([O-])=O)C(=O)OCCN(C)CC1=CC=CC=C1 |c:4,9,15,17,33,35,t:13,31|",L1300-10,g8
855,Nifuroxazide,S4182,"OC1=CC=C(C=C1)C(=O)N\N=C\C1=CC=C(O1)[N+]([O-])=O |c:3,5,15,t:1,13|",L1300-10,h8
856,Penciclovir,S4184,"NC1=NC(=O)C2=C(N1)N(CCC(CO)CO)C=N2 |c:5,17,t:1|",L1300-10,a9
857,Tiratricol,S4185,"OC(=O)CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1 |c:16,20,t:4,7,10,12|",L1300-10,b9
858,Domiphen Bromide,S4186,"[Br-].CCCCCCCCCCCC[N+](C)(C)CCOC1=CC=CC=C1 |c:20,22,t:18|",L1300-10,c9
859,Salicylanilide,S4187,"OC1=CC=CC=C1C(=O)NC1=CC=CC=C1 |c:3,5,13,15,t:1,11|",L1300-10,d9
860,Sasapyrine,S4188,"OC(=O)C1=CC=CC=C1OC(=O)C1=CC=CC=C1O |c:5,7,15,17,t:3,13|",L1300-10,e9
861,Cyclandelate,S4189,"CC1CC(CC(C)(C)C1)OC(=O)C(O)C1=CC=CC=C1 |c:17,19,t:15|",L1300-10,f9
862,Cinchophen,S4190,"OC(=O)C1=C2C=CC=CC2=NC(=C1)C1=CC=CC=C1 |c:3,5,7,10,12,17,19,t:15|",L1300-10,g9
863,Betamipron,S4191,"OC(=O)CCNC(=O)C1=CC=CC=C1 |c:10,12,t:8|",L1300-10,h9
864,Chlorquinaldol,S4192,"CC1=CC=C2C(Cl)=CC(Cl)=C(O)C2=N1 |c:6,13,t:1,3,9|",L1300-10,a10
865,Azaguanine-8,S4194,"NC1=NC2=C(N=NN2)C(=O)N1 |c:5,t:1,3|",L1300-10,b10
866,Broxyquinoline,S4195,"OC1=C2N=CC=CC2=C(Br)C=C1Br |c:1,3,5,11,t:8|",L1300-10,c10
867,Ethacridine lactate monohydrate,S4196,"O.CC(O)C(O)=O.CCOC1=CC2=C(N)C3=CC=C(N)C=C3N=C2C=C1 |c:10,18,21,24,t:8,13,15|",L1300-10,d10
868,Bemegride,S4197,CCC1(C)CC(=O)NC(=O)C1,L1300-10,e10
869,Aminothiazole,S4198,"NC1=NC=CS1 |c:3,t:1|",L1300-10,f10
870,Antazoline HCl,S4199,"Cl.C(N(CC1=CC=CC=C1)C1=CC=CC=C1)C1=NCCN1 |c:5,7,12,14,t:3,10,17|",L1300-10,g10
871,Tolperisone HCl,S4200,"Cl.CC(CN1CCCCC1)C(=O)C1=CC=C(C)C=C1 |c:17,t:12,14|",L1300-10,h10
872,Florfenicol,S4201,"CS(=O)(=O)C1=CC=C(C=C1)[C@@H](O)[C@@H](CF)NC(=O)C(Cl)Cl |r,c:6,8,t:4|",L1300-10,a11
873,Furaltadone HCl,S4203,"Cl.[O-][N+](=O)C1=CC=C(O1)\C=N\N1CC(CN2CCOCC2)OC1=O |c:5,t:3|",L1300-10,b11
874,Isosorbide,S4204,[H][C@]12OC[C@@H](O)[C@@]1([H])OC[C@@H]2O |r|,L1300-10,c11
875,Dibenzothiophene,S4205,"S1C2=CC=CC=C2C2=C1C=CC=C2 |c:3,5,8,11,13,t:1|",L1300-10,d11
876,Cysteamine HCl,S4206,Cl.NCCS,L1300-10,e11
877,Clofibric acid,S4207,"CC(C)(OC1=CC=C(Cl)C=C1)C(O)=O |c:9,t:4,6|",L1300-10,f11
878,Chromocarb,S4208,"OC(=O)C1=CC(=O)C2=CC=CC=C2O1 |c:9,11,t:3,7|",L1300-10,g11
879,Chlorocresol,S4209,"CC1=C(Cl)C=CC(O)=C1 |c:1,4,7|",L1300-10,h11
880,Benzocaine,S4210,"CCOC(=O)C1=CC=C(N)C=C1 |c:10,t:5,7|",L1300-11,a1
881,Montelukast Sodium,S4211,"[Na+].CC(C)(O)C1=CC=CC=C1CC[C@@H](SCC1(CC([O-])=O)CC1)C1=CC=CC(\C=C\C2=NC3=C(C=CC(Cl)=C3)C=C2)=C1 |r,c:6,8,26,35,38,41,43,t:4,24,31,33|",L1300-11,b1
882,Dirithromycin,S4213,[H][C@@]12N[C@@H](COCCOC)OC([H])([C@H]1C)[C@](C)(O)[C@@H](CC)OC(=O)[C@H](C)[C@@H](O[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1)[C@H](C)[C@@H](O[C@@H]1O[C@H](C)C[C@@H]([C@H]1O)N(C)C)[C@@](C)(O)C[C@H]2C |r|,L1300-11,c1
883,Sucralose,S4214,OC[C@H]1O[C@H](O[C@]2(CCl)O[C@H](CCl)[C@@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@H]1Cl |r|,L1300-11,d1
884,Valnemulin HCl,S4216,Cl.[H][C@@]12C(=O)CC[C@]11CC[C@@H](C)[C@@]2(C)[C@@H](C[C@@](C)(C=C)[C@@H](O)[C@@H]1C)OC(=O)CSC(C)(C)CNC(=O)[C@H](N)C(C)C |r|,L1300-11,e1
885,Liothyronine Sodium,S4217,"[Na+].N[C@@H](CC1=CC(I)=C(OC2=CC=C(O)C(I)=C2)C(I)=C1)C([O-])=O |r,c:15,19,t:3,6,9,11|",L1300-11,f1
886,Azaperone,S4219,"FC1=CC=C(C=C1)C(=O)CCCN1CCN(CC1)C1=CC=CC=N1 |c:3,5,22,24,t:1,20|",L1300-11,g1
887,Bosentan,S4220,"COC1=CC=CC=C1OC1=C(NS(=O)(=O)C2=CC=C(C=C2)C(C)(C)C)N=C(N=C1OCCO)C1=NC=CC=N1 |c:4,6,10,18,20,27,29,38,40,t:2,16,36|",L1300-11,h1
888,Benzbromarone,S4221,"CCC1=C(C(=O)C2=CC(Br)=C(O)C(Br)=C2)C2=C(O1)C=CC=C2 |c:2,13,16,20,22,t:6,9|",L1300-11,a2
889,Piperacillin Sodium,S4222,"[Na+].CCN1CCN(C(=O)N[C@@H](C(=O)N[C@H]2[C@H]3SC(C)(C)[C@@H](N3C2=O)C([O-])=O)C2=CC=CC=C2)C(=O)C1=O |r,c:30,32,t:28|",L1300-11,b2
890,Mevastatin,S4223,"[H][C@]12[C@H](CCC=C1C=C[C@H](C)[C@@H]2CC[C@@H]1C[C@@H](O)CC(=O)O1)OC(=O)[C@@H](C)CC |r,c:5,8|",L1300-11,c2
891,Mexiletine HCl,S4225,"Cl.CC(N)COC1=C(C)C=CC=C1C |c:5,8,10|",L1300-11,d2
892,Fidaxomicin,S4227,"[H][C@@]1(O[C@@H]2[C@@H](CC)\C=C(C)/[C@@H](O)C\C=C\C=C(CO[C@@H]3O[C@H](C)[C@@H](OC(=O)C4=C(CC)C(Cl)=C(O)C(Cl)=C4O)[C@H](O)[C@@H]3OC)\C(=O)O[C@@]([H])(CC=C(C)C=C2C)[C@@H](C)O)OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]1O |r,c:15,27,36,t:7,13,32|",L1300-11,e2
893,Fluorometholone Acetate,S4228,"[H][C@@]12CC[C@](OC(C)=O)(C(C)=O)[C@@]1(C)C[C@]([H])(O)[C@@]1(F)[C@@]2([H])C[C@]([H])(C)C2=CC(=O)C=C[C@]12C |r,c:32,t:28|",L1300-11,f2
894,Oxybuprocaine HCl,S4229,"Cl.CCCCOC1=CC(=CC=C1N)C(=O)OCCN(CC)CC |c:7,9,t:5|",L1300-11,g2
895,Oxaprozin,S4230,"OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1 |c:7,13,15,20,22,t:5,11,18|",L1300-11,h2
896,Pilocarpine HCl,S4231,"Cl.CC[C@H]1[C@@H](CC2=CN=CN2C)COC1=O |r,c:7,t:5|",L1300-11,a3
897,Nithiamide,S4232,"CC(=O)NC1=NC=C(S1)[N+]([O-])=O |c:6,t:4|",L1300-11,b3
898,Zoxazolamine,S4233,"NC1=NC2=C(O1)C=CC(Cl)=C2 |c:3,7,10,t:1|",L1300-11,c3
899,Phenazopyridine HCl,S4235,"Cl.NC1=NC(N)=C(C=C1)\N=N\C1=CC=CC=C1 |c:4,6,13,15,t:1,11|",L1300-11,d3
900,Primaquine Diphosphate,S4237,"OP(O)(O)=O.OP(O)(O)=O.COC1=CC(NC(C)CCCN)=C2N=CC=CC2=C1 |c:21,23,26,t:10,19|",L1300-11,e3
901,Cepharanthine,S4238,"[H][C@]12CC3=CC(OC4=CC=C(C[C@]5([H])N(C)CCC6=C5C(OC5=C(OC)C=C(CCN1C)C2=C5)=C1OCOC1=C6)C=C4)=C(OC)C=C3 |r,c:18,23,43,46,52,t:3,7,9,27,35,37,48|",L1300-11,f3
902,Bergapten,S4239,"COC1=C2C=COC2=CC2=C1C=CC(=O)O2 |c:2,4,8,10,13|",L1300-11,g3
903,Doxylamine Succinate,S4240,"OC(=O)CCC(O)=O.CN(C)CCOC(C)(C1=CC=CC=C1)C1=CC=CC=N1 |c:17,19,24,26,t:15,22|",L1300-11,h3
904,Cetrimonium Bromide,S4242,[Br-].CCCCCCCCCCCCCCCC[N+](C)(C)C,L1300-11,a4
905,Deoxycorticosterone acetate,S4243,"[H][C@@]12CC[C@H](C(=O)COC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C |r,t:24|",L1300-11,b4
906,Serotonin HCl,S4244,"Cl.NCCC1=CNC2=CC=C(O)C=C12 |t:3,6,8,11|",L1300-11,c4
907,Sodium ascorbate,S4245,[Na].[H][C@@]1(OC(=O)C(O)C1O)[C@@H](O)CO |r|,L1300-11,d4
908,Vinorelbine Tartrate,S4269,"O[C@H]([C@@H](O)C(O)=O)C(O)=O.O[C@H]([C@@H](O)C(O)=O)C(O)=O.[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC)[C@]1(CC2C[N@](CC(CC)=C2)CC2=C1NC1=C2C=CC=C1)C(=O)OC |r,c:31,50,66,74,77,79,t:25,27|",L1300-11,e4
909,Rotigotine,S4274,"CCCN(CCC1=CC=CS1)[C@H]1CCC2=C(C1)C=CC=C2O |r,c:8,15,19,21,t:6|",L1300-11,f4
910,Nelfinavir Mesylate,S4282,"CS(O)(=O)=O.[H][C@@]12CCCC[C@]1([H])CN(C[C@@H](O)[C@H](CSC1=CC=CC=C1)NC(=O)C1=C(C)C(O)=CC=C1)[C@@H](C2)C(=O)NC(C)(C)C |r,c:23,25,31,35,37,t:21|",L1300-11,g4
911,Ospemifene,S4285,"OCCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1 |c:6,8,18,20,25,27,t:4,16,23|",L1300-11,h4
912,Meclofenamate Sodium,S4295,"CC1=C(Cl)C(NC2=CC=CC=C2C(=O)O[Na])=C(Cl)C=C1 |c:1,8,10,19,t:6,16|",L1300-11,a5
913,Mupirocin,S4297,[H][C@]1(O[C@H]1C[C@@]1([H])CO[C@@H](C\C(C)=C\C(=O)OCCCCCCCCC(O)=O)[C@H](O)[C@@H]1O)[C@@H](C)[C@H](C)O |r|,L1300-11,b5
914,9-Aminoacridine,S4303,"NC1=C2C=CC=CC2=NC2=CC=CC=C12 |c:1,3,5,8,12,t:10,14|",L1300-11,c5
915,Anisotropine Methylbromide ,S4305,[Br-].CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C |r|,L1300-11,d5
916,Benzthiazide,S4308,"NS(=O)(=O)C1=CC2=C(C=C1Cl)N=C(CSCC1=CC=CC=C1)NS2(=O)=O |c:6,8,19,21,t:4,12,17|",L1300-11,e5
917,Calcium Gluceptate ,S4311,OC[C@@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H](O)C(=O)O[Ca]OC(=O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO |r|,L1300-11,f5
918,Carbadox,S4312,"COC(=O)N\N=C\C1=[N+]([O-])C2=C(C=CC=C2)[N+]([O-])=C1 |c:7,12,14,18,t:10|",L1300-11,g5
919,Ceftazidime Pentahydrate,S4314,"O.O.O.O.O.[H][C@]12SCC(C[N+]3=CC=CC=C3)=C(N1C(=O)[C@H]2NC(=O)C(=N\OC(C)(C)C(O)=O)\C1=CSC(N)=N1)C([O-])=O |r,c:8,10,12,36,t:6,32|",L1300-11,h5
920,Diphenylpyraline HCl ,S4321,"Cl.CN1CCC(CC1)OC(C1=CC=CC=C1)C1=CC=CC=C1 |c:12,14,19,21,t:10,17|",L1300-11,a6
921,Disopyramide Phosphate ,S4322,"OP(O)(O)=O.CC(C)N(CCC(C(N)=O)(C1=CC=CC=C1)C1=NC=CC=C1)C(C)C |c:16,18,23,25,t:14,21|",L1300-11,b6
922,Ethoxzolamide,S4326,"CCOC1=CC=C2N=C(SC2=C1)S(N)(=O)=O |c:7,11,t:3,5|",L1300-11,c6
923,Famprofazone,S4327,"CC(CC1=CC=CC=C1)N(C)CC1=C(C(C)C)C(=O)N(N1C)C1=CC=CC=C1 |c:5,7,13,26,28,t:3,24|",L1300-11,d6
924,Isoetharine Mesylate,S4330,"CS(O)(=O)=O.CCC(NC(C)C)C(O)C1=CC=C(O)C(O)=C1 |c:19,t:13,15|",L1300-11,e6
925,Mepiroxol,S4333,"OCC1=C[N+]([O-])=CC=C1 |c:5,7,t:2|",L1300-11,f6
926,Mesoridazine Besylate,S4334,"OS(=O)(=O)C1=CC=CC=C1.CN1CCCCC1CCN1C2=CC=CC=C2SC2=C1C=C(C=C2)S(C)=O |c:6,8,23,25,29,32,34,t:4,21|",L1300-11,g6
927,Metaproterenol Sulfate,S4335,"OS(O)(=O)=O.CC(C)NCC(O)C1=CC(O)=CC(O)=C1.CC(C)NCC(O)C1=CC(O)=CC(O)=C1 |c:14,17,29,32,t:11,26|",L1300-11,h6
928,Metaraminol Bitartrate,S4336,"O[C@H]([C@@H](O)C(O)=O)C(O)=O.C[C@H](N)[C@H](O)C1=CC=CC(O)=C1 |r,c:16,19,t:14|",L1300-11,a7
929,Meticrane,S4339,"CC1=C(C=C2C(CCCS2(=O)=O)=C1)S(N)(=O)=O |c:3,12,t:1|",L1300-11,b7
930,Moxalactam Disodium,S4340,"[H][C@]12OCC(CSC3=NN=NN3C)=C(N1C(=O)[C@]2(NC(=O)[C@H](C(=O)O[Na])C1=CC=C(O)C=C1)OC)C(=O)O[Na] |r,c:9,13,34,t:7,29,31|",L1300-11,c7
931,Nalmefene HCl,S4341,"Cl.[H][C@@]12OC3=C(O)C=CC4=C3[C@@]11CCN(CC3CC3)[C@H](C4)[C@]1(O)CCC2=C |r,c:3,6,8|",L1300-11,d7
932,Nialamide,S4342,"O=C(CCNNC(=O)C1=CC=NC=C1)NCC1=CC=CC=C1 |c:10,12,19,21,t:8,17|",L1300-11,e7
933,Oxethazaine,S4343,"CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)CC1=CC=CC=C1)C(C)(C)CC1=CC=CC=C1 |c:20,22,31,33,t:18,29|",L1300-11,f7
934,Pentoxifylline,S4345,"CN1C=NC2=C1C(=O)N(CCCCC(C)=O)C(=O)N2C |c:2,4|",L1300-11,g7
935,Piromidic Acid,S4348,"CCN1C=C(C(O)=O)C(=O)C2=C1N=C(N=C2)N1CCCC1 |c:10,13,15,t:3|",L1300-11,h7
936,Procyclidine HCl ,S4349,"Cl.OC(CCN1CCCC1)(C1CCCCC1)C1=CC=CC=C1 |c:19,21,t:17|",L1300-11,a8
937,Ractopamine HCl,S4351,"Cl.CC(CCC1=CC=C(O)C=C1)NCC(O)C1=CC=C(O)C=C1 |c:9,21,t:4,6,16,18|",L1300-11,b8
938,Terfenadine,S4353,"CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1 |c:6,8,27,29,34,36,t:4,25,32|",L1300-11,c8
939,Tacrine HCl,S4357,"Cl.NC1=C2C=CC=CC2=NC2=C1CCCC2 |c:1,3,5,8,10|",L1300-11,d8
940,Pimozide,S4358,"FC1=CC=C(C=C1)C(CCCN1CCC(CC1)N1C(=O)NC2=CC=CC=C12)C1=CC=C(F)C=C1 |c:3,5,25,36,t:1,23,27,31,33|",L1300-11,e8
941,Carbachol,S4359,[Cl-].C[N+](C)(C)CCOC(N)=O,L1300-11,f8
942,Tolmetin Sodium,S4360,"O.O.CN1C(CC(=O)O[Na])=CC=C1C(=O)C1=CC=C(C)C=C1 |c:7,9,19,t:14,16|",L1300-11,g8
943,Glafenine HCl,S4362,"Cl.OCC(O)COC(=O)C1=CC=CC=C1NC1=CC=NC2=CC(Cl)=CC=C12 |c:10,12,18,23,t:8,16,20,25|",L1300-11,h8
944,Noscapine HCl,S4363,"Cl.[H][C@@]1(OC(=O)C2=C1C=CC(OC)=C2OC)[C@]1([H])N(C)CCC2=CC3=C(OCO3)C(OC)=C12 |r,c:5,8,12,t:23,25,33|",L1300-11,a9
945,Phenothrin,S4364,"CC(C)=CC1C(C(=O)OCC2=CC=CC(OC3=CC=CC=C3)=C2)C1(C)C |c:12,18,20,22,t:10,16|",L1300-11,b9
946,Phthalylsulfacetamide,S4365,"CC(=O)NS(=O)(=O)C1=CC=C(NC(=O)C2=C(C=CC=C2)C(O)=O)C=C1 |c:16,18,24,t:7,9,14|",L1300-11,c9
947,Carbenoxolone Sodium,S4368,"[Na+].[Na+].[H][C@@]12CC(C)(CC[C@]1(C)CC[C@]1(C)C2=CC(=O)[C@]2([H])[C@@]3(C)CC[C@H](OC(=O)CCC([O-])=O)C(C)(C)C3CC[C@@]12C)C([O-])=O |r,t:15|",L1300-11,d9
